LandContour,LotConfig,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,CentralAir,X1stFlrSF,X2ndFlrSF,TotRmsAbvGrd,Fireplaces,PavedDrive,SalePrice
Lvl,CulDSac,CollgCr,1Fam,7,5,1998,Y,1661,0,6,0,Y,224900
Lvl,Inside,NAmes,1Fam,4,6,1970,Y,864,0,5,0,Y,120500
Lvl,Inside,Sawyer,1Fam,5,5,1965,Y,1020,0,5,0,Y,124100
Lvl,CulDSac,Gilbert,1Fam,7,5,2001,Y,884,1151,8,1,Y,222500
HLS,Inside,ClearCr,1Fam,6,5,1997,Y,616,1072,8,0,Y,200000
Lvl,Inside,SawyerW,1Fam,6,5,2004,Y,1158,0,5,0,Y,158000
Lvl,Inside,Greens,Twnhs,8,6,1978,Y,1226,0,4,1,Y,206000
Low,Inside,MeadowV,Twnhs,5,6,1973,Y,945,0,5,1,Y,119500
Lvl,Inside,NAmes,1Fam,6,7,1953,Y,1040,0,6,0,Y,136000
Lvl,Inside,OldTown,1Fam,2,2,1923,N,832,0,5,1,N,12789
Lvl,Inside,Somerst,Twnhs,8,5,1999,Y,983,756,7,0,Y,172500
Lvl,Inside,Somerst,1Fam,8,5,2008,Y,1578,0,7,1,Y,287090
Lvl,Inside,Somerst,1Fam,8,5,2007,Y,1702,0,7,1,Y,275500
HLS,Inside,Edwards,1Fam,4,5,1965,Y,960,0,6,0,P,94750
Low,Inside,NoRidge,1Fam,7,5,1993,Y,1372,1274,9,1,Y,260000
Lvl,Inside,NWAmes,1Fam,6,5,1976,Y,1444,0,5,1,Y,159900
Lvl,Inside,CollgCr,1Fam,5,5,1976,Y,1025,0,6,1,Y,153500
Lvl,Inside,Edwards,1Fam,6,6,1975,Y,1096,0,5,1,Y,125200
Lvl,Inside,NWAmes,1Fam,5,6,1969,Y,720,588,7,0,Y,146900
HLS,CulDSac,Gilbert,1Fam,7,5,2006,Y,887,1134,9,1,Y,274725
Lvl,Inside,CollgCr,1Fam,8,5,2002,Y,1828,0,7,1,Y,279500
Lvl,Corner,OldTown,1Fam,5,8,1925,Y,747,412,5,0,N,114000
Bnk,Inside,OldTown,Duplex,5,1,1922,N,1088,1040,11,0,Y,62500
Lvl,Inside,BrkSide,1Fam,5,5,1925,Y,816,0,4,0,N,109000
Lvl,Inside,Blueste,Twnhs,6,6,1980,Y,716,840,6,1,Y,151000
Lvl,Inside,NAmes,1Fam,5,7,1956,Y,936,0,4,0,Y,129000
Lvl,Corner,NAmes,1Fam,5,7,1949,Y,672,252,6,1,Y,122900
Lvl,Inside,Mitchel,1Fam,5,6,1984,Y,887,0,5,0,Y,124500
Lvl,Inside,MeadowV,Twnhs,4,5,1970,Y,546,546,6,0,Y,75000
HLS,Inside,StoneBr,TwnhsE,8,5,1988,Y,1228,0,5,1,Y,189000
HLS,CulDSac,Gilbert,1Fam,7,5,2005,Y,1700,512,9,1,Y,309000
Lvl,Inside,CollgCr,1Fam,8,5,2005,Y,1498,0,7,1,Y,237000
Lvl,Inside,NPkVill,TwnhsE,6,5,1978,Y,855,601,6,1,Y,138000
Lvl,Corner,NridgHt,1Fam,8,5,2007,Y,1582,570,7,1,Y,260116
Lvl,Inside,BrDale,Twnhs,5,5,1972,Y,630,672,6,0,Y,111750
Lvl,Inside,NAmes,1Fam,5,5,1955,Y,960,0,5,0,Y,122000
Lvl,Inside,Mitchel,1Fam,5,4,1960,Y,1771,0,9,1,Y,115000
Lvl,Inside,NWAmes,1Fam,7,5,1979,Y,1782,0,6,1,Y,220000
Lvl,Inside,NridgHt,1Fam,8,5,2004,Y,1136,1332,10,1,Y,354000
Lvl,Inside,OldTown,1Fam,3,6,1910,N,600,368,6,0,Y,37900
Lvl,Inside,NAmes,1Fam,6,5,1959,Y,1580,0,6,2,Y,159500
Lvl,Inside,Sawyer,1Fam,5,6,1957,Y,1392,0,5,1,Y,121500
Lvl,Inside,CollgCr,1Fam,7,5,2002,Y,878,884,6,0,Y,222000
Lvl,Inside,CollgCr,1Fam,6,5,2003,Y,1700,0,7,0,Y,200000
Lvl,Inside,NAmes,1Fam,4,7,1956,Y,952,0,4,0,Y,135750
Lvl,Inside,Somerst,1Fam,8,5,2007,Y,1496,0,7,0,Y,225000
Lvl,Inside,Somerst,1Fam,6,5,2004,Y,1158,1285,9,1,Y,265000
Lvl,Inside,NAmes,1Fam,5,5,1960,Y,1422,0,6,1,Y,139900
Lvl,Inside,NridgHt,1Fam,8,5,2008,Y,2042,0,8,1,Y,253293
HLS,Inside,Crawfor,TwnhsE,8,5,2006,Y,1625,0,5,1,Y,375000
Low,CulDSac,ClearCr,1Fam,6,7,1958,Y,1444,700,7,2,Y,277000
Lvl,Inside,NridgHt,1Fam,10,5,2005,Y,1632,1158,10,1,Y,460000
Lvl,Corner,Gilbert,1Fam,7,5,1998,Y,956,930,10,1,Y,199900
Lvl,Inside,CollgCr,1Fam,8,5,2008,Y,1630,0,8,1,Y,295493
Lvl,Inside,IDOTRR,1Fam,4,4,1920,Y,698,430,6,0,Y,68400
Lvl,Inside,Mitchel,1Fam,5,5,1991,Y,1595,0,5,0,Y,152000
Lvl,Inside,NAmes,1Fam,5,5,1956,Y,1014,0,6,0,Y,98000
Lvl,Corner,ClearCr,1Fam,7,4,1953,Y,1304,983,7,1,Y,225000
Lvl,Inside,NAmes,1Fam,5,5,1967,Y,1568,0,7,0,Y,143000
Lvl,Inside,CollgCr,1Fam,8,5,2007,Y,1651,0,7,1,Y,246500
Bnk,FR2,Gilbert,1Fam,6,2,1952,Y,1474,0,7,2,Y,115000
Lvl,Inside,Sawyer,1Fam,4,5,1963,Y,1382,0,6,1,Y,148000
Lvl,Inside,NAmes,1Fam,5,5,1960,Y,1507,0,7,0,Y,127000
Lvl,Inside,NAmes,1Fam,5,5,1962,Y,999,0,6,0,Y,134500
Lvl,Inside,Somerst,1Fam,8,5,2007,Y,1660,0,7,1,Y,256000
Lvl,Inside,Greens,Twnhs,8,5,1978,Y,1226,0,4,1,Y,170000
Lvl,CulDSac,StoneBr,1Fam,9,5,2008,Y,2234,0,9,1,Y,501837
Lvl,Inside,NridgHt,TwnhsE,9,5,2007,Y,1869,0,6,1,Y,318061
Lvl,Inside,Veenker,TwnhsE,8,5,1996,Y,1288,0,4,2,Y,245500
Lvl,CulDSac,Mitchel,1Fam,7,5,2004,Y,1710,0,7,1,Y,240000
Lvl,Inside,CollgCr,1Fam,6,6,1997,Y,646,662,6,0,Y,175000
Lvl,Inside,BrDale,Twnhs,6,5,1972,Y,483,465,5,0,Y,89000
Lvl,Corner,Gilbert,1Fam,4,5,1951,Y,864,0,4,0,Y,141000
Lvl,Inside,NAmes,1Fam,6,8,1948,Y,816,408,5,0,Y,132000
Lvl,CulDSac,NridgHt,1Fam,9,5,2005,Y,1722,1036,9,1,Y,418000
Lvl,Inside,SawyerW,1Fam,7,5,2004,Y,1080,0,6,0,Y,141000
Lvl,Inside,NridgHt,1Fam,9,5,2007,Y,1950,0,7,1,Y,383000
Lvl,CulDSac,Gilbert,1Fam,7,5,1999,Y,1223,1089,8,1,Y,245000
Lvl,CulDSac,NWAmes,1Fam,5,7,1976,Y,1088,780,9,1,Y,197500
Lvl,Inside,CollgCr,1Fam,7,5,2005,Y,1552,0,7,0,Y,212900
Lvl,Inside,Somerst,1Fam,7,5,2005,Y,1266,0,6,1,Y,176000
Lvl,Inside,OldTown,1Fam,5,7,1910,Y,616,616,6,0,Y,114000
Lvl,Inside,Mitchel,1Fam,5,4,1969,Y,1168,800,7,1,Y,172000
Lvl,Inside,MeadowV,Twnhs,4,7,1973,Y,526,462,5,0,Y,105000
Lvl,Inside,CollgCr,1Fam,7,5,2005,Y,1310,0,6,1,Y,164990
Lvl,Corner,Sawyer,1Fam,5,6,1963,Y,1121,0,5,0,Y,139000
Lvl,Inside,OldTown,1Fam,4,4,1910,Y,833,677,7,0,N,87500
Lvl,CulDSac,Mitchel,1Fam,7,5,1990,Y,1217,0,6,0,Y,173000
Low,CulDSac,ClearCr,1Fam,7,7,1954,Y,1363,0,5,2,Y,241500
Lvl,Inside,NWAmes,1Fam,7,5,1976,Y,1370,0,6,1,Y,152000
Lvl,Inside,MeadowV,TwnhsE,4,6,1970,Y,546,546,5,0,Y,93900
Lvl,Inside,NAmes,1Fam,6,6,1956,Y,1124,0,6,1,Y,153000
Lvl,Corner,CollgCr,1Fam,7,5,2005,Y,945,864,8,0,Y,209700
Lvl,Corner,Sawyer,1Fam,5,6,1958,Y,1176,0,6,2,Y,137000
Lvl,Inside,Edwards,1Fam,5,3,1948,Y,1002,454,7,1,P,91500
Lvl,Corner,Somerst,1Fam,8,5,2006,Y,1504,0,7,0,Y,199000
Lvl,Inside,NWAmes,1Fam,6,5,1963,Y,1328,0,6,2,Y,143000
Lvl,Corner,NAmes,1Fam,5,6,1960,Y,1175,0,6,0,Y,148000
Lvl,Inside,NAmes,1Fam,6,5,1953,Y,1644,0,7,2,Y,167000
Lvl,Inside,SawyerW,1Fam,7,5,1993,Y,1006,769,7,1,Y,213000
Lvl,Corner,NWAmes,2fmCon,5,6,1972,Y,1193,0,6,0,Y,146500
Lvl,Corner,NWAmes,1Fam,6,7,1977,Y,1542,1330,11,1,Y,272000
Lvl,Inside,NAmes,1Fam,5,5,1958,Y,874,650,7,0,Y,144000
Lvl,Inside,Somerst,TwnhsE,7,5,2006,Y,1352,0,5,1,Y,194000
Lvl,Inside,NAmes,1Fam,5,7,1958,Y,1053,0,6,0,Y,150000
Lvl,Inside,CollgCr,1Fam,5,8,1977,Y,985,0,6,0,Y,149900
Lvl,Inside,NPkVill,TwnhsE,6,5,1977,Y,1069,0,4,1,Y,127500
Lvl,Inside,Sawyer,1Fam,5,4,1920,Y,1567,1087,11,1,Y,158000
Lvl,Inside,Sawyer,1Fam,5,8,1963,Y,960,0,6,0,Y,144900
Lvl,FR2,NAmes,1Fam,4,5,1972,Y,864,0,5,0,Y,111250
Lvl,CulDSac,CollgCr,1Fam,5,5,1978,Y,907,0,5,0,Y,140000
Lvl,Inside,Gilbert,1Fam,6,5,2000,Y,819,695,7,1,Y,190000
Lvl,Inside,Sawyer,1Fam,5,7,1967,Y,992,0,6,0,Y,145000
Lvl,Inside,NridgHt,TwnhsE,9,5,2005,Y,1561,0,6,1,Y,277500
Lvl,Inside,Sawyer,1Fam,5,5,1961,Y,904,611,8,1,Y,165000
Lvl,Corner,Edwards,1Fam,7,5,2003,Y,1164,1150,9,1,Y,229000
Lvl,Inside,Sawyer,1Fam,5,5,1951,Y,1081,341,7,1,Y,137500
Lvl,Corner,SawyerW,1Fam,7,5,1992,Y,844,893,7,0,Y,175000
Lvl,Inside,Timber,1Fam,7,5,2009,Y,1214,0,6,0,Y,179781
Lvl,Inside,MeadowV,Twnhs,4,5,1973,Y,526,462,5,0,Y,91000
Lvl,Inside,OldTown,1Fam,6,6,1925,Y,1103,0,5,1,Y,110500
Lvl,Inside,NWAmes,1Fam,6,6,1975,Y,811,741,6,1,Y,179900
Lvl,Inside,BrDale,Twnhs,6,6,1973,Y,525,567,6,0,Y,113500
Lvl,Inside,Mitchel,1Fam,7,6,1975,Y,918,0,4,0,Y,148000
Lvl,Inside,OldTown,1Fam,4,6,1948,N,869,0,3,0,N,89900
Lvl,Inside,Mitchel,1Fam,5,5,1977,Y,1008,0,4,1,Y,153500
Lvl,Inside,Mitchel,1Fam,6,5,1976,Y,1034,0,6,0,Y,169900
Lvl,Inside,NAmes,1Fam,8,7,1972,Y,2000,704,9,3,Y,345000
Lvl,Inside,BrDale,Twnhs,6,5,1973,Y,672,546,7,0,Y,113700
Lvl,Inside,Timber,1Fam,6,6,1987,Y,1137,0,5,1,Y,176000
Bnk,Inside,Timber,1Fam,5,5,1948,Y,1687,0,7,2,N,160000
Lvl,Inside,OldTown,1Fam,5,8,1910,Y,810,496,6,0,N,130000
Lvl,Corner,Somerst,TwnhsE,7,5,2004,Y,1245,0,5,0,Y,178000
Low,Inside,Veenker,1Fam,9,5,1981,Y,1842,0,5,1,Y,385000
Lvl,Corner,NAmes,1Fam,5,5,1957,Y,1797,0,7,1,Y,169000
Lvl,Corner,NridgHt,1Fam,9,5,2003,Y,2452,0,10,1,Y,445000
Lvl,Inside,NAmes,1Fam,5,5,1967,Y,900,0,6,1,Y,123000
HLS,Inside,Crawfor,1Fam,8,6,1935,Y,983,890,9,2,Y,257076
Lvl,Inside,NAmes,1Fam,5,5,1954,Y,1063,0,6,0,Y,128000
Lvl,Inside,SawyerW,TwnhsE,6,5,1990,Y,1332,0,5,0,Y,145000
Lvl,Inside,NAmes,1Fam,6,6,1955,Y,1661,0,8,1,Y,165500
Lvl,Corner,NAmes,1Fam,6,5,1957,Y,1392,0,6,2,Y,166000
Lvl,Inside,NAmes,1Fam,5,7,1947,Y,1043,0,5,1,Y,137000
Lvl,CulDSac,NAmes,1Fam,7,9,1972,Y,725,754,7,0,Y,184000
Lvl,Inside,Sawyer,1Fam,6,5,1966,Y,913,0,6,0,Y,129000
Lvl,Inside,Gilbert,1Fam,6,5,1993,Y,697,804,6,1,Y,165600
Lvl,Corner,Crawfor,1Fam,6,5,1951,N,1091,0,5,1,Y,104000
Lvl,Inside,NWAmes,1Fam,6,5,1978,Y,1287,604,7,1,Y,212500
HLS,Corner,Timber,1Fam,7,5,2008,Y,796,816,6,0,Y,218689
Lvl,Inside,StoneBr,1Fam,8,5,2005,Y,1164,1377,10,1,Y,349265
Lvl,Inside,Veenker,1Fam,7,6,1980,Y,2362,0,8,1,Y,255000
Lvl,Inside,Somerst,TwnhsE,10,5,1998,Y,1469,924,7,1,Y,345000
Lvl,Inside,Edwards,Duplex,5,5,1959,Y,1678,0,10,0,Y,119900
Lvl,Inside,NAmes,Duplex,5,7,1978,Y,941,0,4,0,Y,145000
Lvl,Inside,OldTown,1Fam,3,4,1920,Y,840,0,5,0,N,64000
Lvl,Inside,Edwards,1Fam,5,6,1957,Y,1526,0,7,1,Y,144500
Lvl,Inside,Somerst,1Fam,7,5,2006,Y,1335,0,6,0,Y,210400
Lvl,Inside,SawyerW,1Fam,7,5,1986,Y,1553,1177,8,1,Y,301000
HLS,Corner,Timber,1Fam,7,5,2009,Y,846,846,6,0,Y,224500
Lvl,Corner,Gilbert,1Fam,7,5,1997,Y,993,1243,8,1,Y,222000
Lvl,Inside,CollgCr,1Fam,8,5,1994,Y,1592,0,7,1,Y,228000
Lvl,Corner,Somerst,TwnhsE,7,5,2006,Y,1352,0,5,1,Y,208900
Lvl,Inside,IDOTRR,1Fam,4,6,1936,N,951,0,6,0,Y,106500
Lvl,Inside,Somerst,Twnhs,6,5,2005,Y,600,636,4,0,Y,152000
Lvl,FR3,Gilbert,1Fam,7,5,2006,Y,1082,1240,8,0,Y,287602
HLS,Inside,Timber,1Fam,8,5,2006,Y,1484,0,6,1,Y,265900
Lvl,Inside,Blmngtn,TwnhsE,7,5,2007,Y,1555,0,7,1,Y,174000
Lvl,Inside,Mitchel,1Fam,8,5,2000,Y,1040,1012,7,1,Y,251000
Lvl,Inside,OldTown,1Fam,6,6,1920,Y,1044,0,6,0,Y,119000
Lvl,Corner,OldTown,1Fam,6,7,1938,Y,827,424,6,0,N,119000
Lvl,Inside,CollgCr,1Fam,9,5,2008,Y,1766,0,8,2,Y,395039
Lvl,Inside,Somerst,1Fam,7,5,2005,Y,1506,0,7,1,Y,249000
Lvl,FR2,Somerst,Twnhs,7,5,2000,Y,673,709,6,0,Y,165000
Lvl,Corner,NoRidge,1Fam,10,6,1994,Y,2444,1872,10,2,Y,755000
HLS,Inside,Gilbert,1Fam,6,5,1997,Y,916,684,7,1,Y,169000
Lvl,CulDSac,Mitchel,1Fam,7,5,2003,Y,1518,631,6,1,Y,239686
Lvl,Corner,OldTown,1Fam,5,9,1905,Y,884,656,7,0,N,129400
Lvl,Inside,NWAmes,1Fam,7,7,1980,Y,1539,1134,9,1,Y,249000
Lvl,Inside,BrkSide,1Fam,6,5,1939,Y,972,605,6,1,Y,140200
Lvl,Inside,Somerst,Twnhs,7,5,1999,Y,624,628,4,0,Y,160000
Lvl,Inside,Gilbert,1Fam,6,5,2000,Y,1007,793,7,1,Y,179000
Lvl,Inside,OldTown,1Fam,7,7,1926,Y,572,539,5,1,Y,116900
Lvl,Inside,OldTown,1Fam,5,6,1927,Y,1028,0,5,1,Y,115000
Lvl,Inside,OldTown,Duplex,6,5,1910,N,972,972,12,0,N,103500
Lvl,Inside,Edwards,1Fam,5,3,1958,Y,1276,0,5,0,Y,60000
Lvl,Inside,Edwards,TwnhsE,6,5,2005,Y,1072,0,5,0,Y,145500
Lvl,Inside,NAmes,1Fam,6,6,1949,Y,1168,678,7,1,Y,143000
Lvl,Inside,Crawfor,1Fam,6,7,1921,N,851,585,7,1,Y,141500
Lvl,Inside,NWAmes,1Fam,6,6,1974,Y,1084,793,8,1,Y,178900
Lvl,Corner,NoRidge,1Fam,8,5,1994,Y,1624,0,5,1,Y,262000
Lvl,Inside,CollgCr,1Fam,7,5,2004,Y,1436,0,8,0,Y,210000
Lvl,Corner,NWAmes,1Fam,7,5,1988,Y,1377,806,9,0,Y,229000
Lvl,Inside,Somerst,1Fam,8,5,2006,Y,1656,0,7,0,Y,249700
Lvl,CulDSac,CollgCr,1Fam,7,5,2003,Y,798,842,6,0,Y,183000
Lvl,FR2,Crawfor,1Fam,5,6,1921,Y,820,523,7,1,Y,154900
Lvl,Inside,NAmes,1Fam,5,7,1950,Y,1040,0,5,0,Y,109500
Lvl,Inside,NridgHt,1Fam,8,5,2007,Y,958,1142,8,2,Y,319500
Lvl,Inside,NridgHt,1Fam,10,5,2009,Y,2020,0,9,1,Y,402861
Lvl,Inside,Blmngtn,TwnhsE,7,5,2006,Y,1258,0,6,1,Y,172500
Lvl,Inside,NAmes,1Fam,5,6,1953,Y,1216,0,7,1,Y,156000
HLS,Inside,Timber,1Fam,8,5,2006,Y,1537,0,8,0,Y,294000
Lvl,Inside,NWAmes,1Fam,7,7,1983,Y,1260,0,6,0,Y,181900
Lvl,Inside,CollgCr,1Fam,7,5,2000,Y,928,895,6,0,Y,235000
Lvl,Inside,NoRidge,1Fam,8,5,1992,Y,2129,743,9,1,Y,285000
Lvl,Inside,Sawyer,1Fam,6,8,1956,Y,1188,0,4,1,Y,185000
Lvl,Inside,Sawyer,1Fam,6,5,1978,Y,918,765,7,1,Y,172500
Lvl,Inside,Gilbert,1Fam,6,5,2006,Y,616,796,6,1,Y,156932
Lvl,Inside,BrDale,Twnhs,6,7,1972,Y,494,536,6,0,Y,116000
Lvl,Corner,NAmes,1Fam,4,5,1957,Y,1362,0,6,1,Y,140000
Lvl,Corner,OldTown,1Fam,6,5,1923,Y,1200,0,7,0,Y,125000
Bnk,Inside,IDOTRR,1Fam,7,7,1930,Y,1108,0,6,1,N,139400
Lvl,CulDSac,SawyerW,1Fam,7,5,1996,Y,913,1209,8,1,Y,220000
Lvl,Corner,NridgHt,TwnhsE,6,5,2005,Y,1362,0,6,1,Y,194700
Bnk,Inside,OldTown,1Fam,6,8,1926,Y,818,406,5,0,N,115000
Lvl,Inside,CollgCr,TwnhsE,6,5,2003,Y,848,0,4,0,Y,133000
Lvl,Inside,NWAmes,1Fam,7,6,1970,Y,1682,0,7,1,Y,174000
Lvl,Inside,Timber,1Fam,8,5,2002,Y,1800,0,7,1,Y,312500
Lvl,Inside,NWAmes,1Fam,6,6,1968,Y,1041,702,7,1,Y,175000
Lvl,Inside,Gilbert,1Fam,6,5,2000,Y,959,712,7,1,Y,173000
Lvl,Corner,NAmes,1Fam,6,5,1960,Y,1656,0,7,2,P,215000
Lvl,Inside,CollgCr,1Fam,7,5,2006,Y,1494,0,7,1,Y,279500
Lvl,Corner,BrkSide,1Fam,4,5,1941,Y,788,0,4,2,Y,100000
Lvl,Inside,CollgCr,1Fam,8,5,2007,Y,1718,0,7,1,Y,297000
HLS,FR2,Gilbert,1Fam,7,5,1996,Y,729,717,6,1,Y,175000
Lvl,Inside,NAmes,1Fam,5,5,1959,Y,1040,0,6,0,Y,133700
Lvl,Corner,OldTown,1Fam,3,6,1915,N,840,765,8,0,Y,107400
Lvl,CulDSac,CollgCr,1Fam,7,6,2003,Y,941,888,7,1,Y,237000
Lvl,Inside,CollgCr,1Fam,8,5,2007,Y,1482,1092,10,1,Y,276000
Lvl,Inside,NoRidge,1Fam,9,5,1993,Y,1933,1567,11,1,Y,584500
Lvl,Inside,NridgHt,1Fam,9,5,2008,Y,2020,0,7,1,Y,404000
Lvl,CulDSac,Mitchel,1Fam,6,5,2001,Y,804,1157,7,1,Y,215000
Lvl,Inside,NAmes,1Fam,5,7,1960,Y,1134,0,6,0,Y,135000
Lvl,Inside,Edwards,Duplex,5,5,1978,Y,1152,0,6,0,N,159900
Bnk,Corner,SWISU,2fmCon,6,6,1945,N,816,524,6,0,Y,128000
Lvl,FR2,Somerst,TwnhsE,7,5,2003,Y,530,550,4,0,Y,147110
Lvl,CulDSac,StoneBr,TwnhsE,8,5,2004,Y,2522,0,8,1,Y,375000
Lvl,Corner,CollgCr,1Fam,9,5,2007,Y,1800,0,7,0,Y,239000
Lvl,Inside,SawyerW,1Fam,6,6,1992,Y,833,897,6,0,Y,171500
Lvl,Corner,Somerst,1Fam,8,5,2006,Y,1460,0,6,1,Y,247000
Lvl,CulDSac,CollgCr,1Fam,5,7,1977,Y,1268,0,5,0,Y,143500
Lvl,FR2,Somerst,1Fam,7,5,2008,Y,1428,0,6,0,Y,227680
Lvl,Inside,Sawyer,1Fam,5,6,1967,Y,1064,0,6,1,Y,153600
Bnk,Corner,Crawfor,1Fam,6,5,1953,Y,2259,0,7,2,Y,217000
Lvl,Corner,NAmes,1Fam,7,9,1961,Y,999,0,6,0,Y,178400
Lvl,Inside,MeadowV,TwnhsE,6,4,1973,Y,1291,1230,10,1,Y,151400
Lvl,Inside,NAmes,1Fam,6,4,1953,Y,1505,0,6,1,Y,149500
Lvl,Inside,NridgHt,1Fam,9,5,2005,Y,1625,466,8,1,Y,338500
Lvl,Inside,Somerst,1Fam,8,5,2006,Y,1302,528,7,0,Y,221300
Lvl,Inside,Somerst,1Fam,8,5,2005,Y,1538,0,7,0,Y,260000
Lvl,Inside,NAmes,1Fam,5,7,1954,Y,1086,0,6,0,Y,144900
HLS,Inside,ClearCr,1Fam,6,5,1996,Y,1291,0,6,1,Y,173000
Lvl,Inside,Gilbert,1Fam,6,5,1950,Y,1488,0,6,1,Y,133000
Lvl,Inside,Edwards,Twnhs,7,5,2004,Y,970,739,7,0,Y,130000
Lvl,Inside,CollgCr,1Fam,8,5,2007,Y,866,902,7,0,Y,212000
Lvl,Inside,OldTown,1Fam,4,5,1915,Y,888,1074,9,1,Y,149500
Lvl,Corner,SawyerW,1Fam,5,5,1920,N,1012,0,5,0,Y,67500
Lvl,CulDSac,NoRidge,1Fam,8,5,1994,Y,2063,0,7,2,Y,315000
Lvl,Inside,NridgHt,1Fam,9,5,2009,Y,2364,0,11,2,Y,611657
Lvl,Inside,Edwards,1Fam,5,6,1956,Y,1144,0,6,0,Y,129000
Lvl,FR2,SawyerW,1Fam,7,5,2003,Y,835,828,8,0,Y,192500
Bnk,Inside,SWISU,1Fam,4,5,1912,N,954,795,10,0,Y,118500
Lvl,Inside,Mitchel,Duplex,5,2,1985,Y,1216,1216,10,0,Y,159000
Lvl,Inside,IDOTRR,1Fam,5,6,1923,Y,942,886,6,0,Y,150909
Lvl,Inside,NAmes,1Fam,5,5,1953,Y,773,0,4,0,Y,110000
Lvl,FR3,BrkSide,1Fam,4,7,1946,Y,896,0,4,0,Y,79000
Lvl,Inside,NridgHt,1Fam,8,5,2004,Y,1836,0,7,1,Y,280000
Lvl,Inside,NoRidge,1Fam,8,5,1997,Y,1779,772,8,2,Y,384500
Lvl,CulDSac,CollgCr,1Fam,7,5,1998,Y,853,900,7,1,Y,217000
Lvl,FR2,NridgHt,1Fam,8,5,2008,Y,1932,0,7,1,Y,394617
Lvl,FR2,Edwards,1Fam,4,5,1924,N,1093,576,9,0,Y,107000
Lvl,Inside,Edwards,Duplex,4,5,1955,N,1152,0,6,0,N,82000
Lvl,Inside,OldTown,1Fam,4,7,1910,Y,741,622,6,0,Y,125500
Lvl,Inside,IDOTRR,1Fam,6,8,1940,Y,760,330,5,0,Y,120000
Lvl,Corner,OldTown,1Fam,6,6,1924,Y,865,445,6,0,Y,112000
Lvl,Inside,Gilbert,1Fam,6,5,1999,Y,947,767,7,1,Y,180000
Lvl,Inside,CollgCr,1Fam,7,5,2003,Y,884,884,8,0,Y,224900
Lvl,Corner,Gilbert,1Fam,6,6,1997,Y,794,676,6,0,Y,177000
Lvl,FR3,Sawyer,2fmCon,5,6,1971,Y,868,0,6,0,Y,119900
Lvl,Corner,NAmes,1Fam,5,6,1956,Y,1370,0,6,1,Y,148000
Lvl,Inside,IDOTRR,2fmCon,3,3,1915,N,808,536,8,0,N,82375
Lvl,Inside,CollgCr,1Fam,7,5,2001,Y,1290,871,8,1,Y,230500
Lvl,Inside,NAmes,1Fam,6,5,1954,Y,1375,0,5,1,Y,140000
Lvl,Inside,Somerst,TwnhsE,6,5,2000,Y,768,756,4,0,Y,166000
Lvl,Inside,SawyerW,1Fam,6,5,1994,Y,636,684,6,0,Y,150000
Lvl,Inside,Somerst,1Fam,7,5,2009,Y,764,783,7,0,Y,215200
Lvl,Inside,Somerst,1Fam,8,5,2006,Y,1574,0,7,1,Y,232000
Lvl,Inside,NridgHt,1Fam,10,5,2007,Y,2674,0,8,2,Y,610000
Lvl,Inside,OldTown,2fmCon,6,8,1910,Y,1242,742,8,0,Y,160000
Lvl,Inside,OldTown,1Fam,4,6,1958,Y,1093,0,5,0,Y,115500
Lvl,Inside,Somerst,1Fam,8,5,2006,Y,1448,0,6,1,Y,238500
Bnk,Corner,Crawfor,1Fam,7,5,1971,Y,1696,0,7,2,Y,198000
Lvl,Inside,NWAmes,1Fam,7,5,1978,Y,1601,0,7,1,Y,157000
Lvl,Inside,NAmes,1Fam,7,6,1960,Y,1329,0,5,2,Y,176000
Lvl,Corner,NAmes,1Fam,6,6,1962,Y,1116,0,5,0,Y,160000
Lvl,Inside,Gilbert,1Fam,7,5,2004,Y,744,630,6,1,Y,170000
Lvl,Corner,OldTown,1Fam,5,8,1900,Y,680,494,6,1,Y,135000
Lvl,Inside,OldTown,1Fam,5,7,1925,Y,1078,0,6,0,N,125000
Lvl,Inside,NAmes,Duplex,5,5,1957,Y,1824,0,9,0,Y,146000
Lvl,Corner,Gilbert,1Fam,6,5,2006,Y,728,728,8,0,Y,172785
Lvl,Corner,NAmes,1Fam,6,5,1964,Y,993,813,8,0,Y,144750
Lvl,Inside,NAmes,1Fam,4,7,1970,Y,864,0,5,0,Y,124500
Lvl,Corner,NoRidge,1Fam,8,5,1998,Y,1276,1336,8,1,Y,336000
Lvl,Inside,NAmes,1Fam,5,5,1963,Y,1117,0,6,0,Y,136870
Lvl,Inside,NAmes,Duplex,5,5,1965,Y,1728,0,10,0,Y,142600
Lvl,Corner,NWAmes,1Fam,5,6,1977,Y,1126,0,6,0,Y,175000
Lvl,Corner,OldTown,1Fam,5,5,1922,N,1022,0,4,1,N,89500
Lvl,Inside,NAmes,1Fam,6,7,1963,Y,1380,0,6,0,Y,154000
Lvl,Inside,NridgHt,1Fam,8,5,2007,Y,895,923,8,1,Y,281500
Lvl,Inside,OldTown,1Fam,7,7,1914,N,880,888,6,2,N,163000
Lvl,Inside,IDOTRR,2fmCon,5,6,1951,N,1060,336,8,0,Y,115000
Lvl,Corner,IDOTRR,1Fam,6,8,1930,Y,816,0,5,0,Y,120500
HLS,Inside,StoneBr,TwnhsE,8,5,1992,Y,1280,0,5,0,Y,180000
