"","LandContour","LotConfig","Neighborhood","BldgType","OverallQual","OverallCond","YearBuilt","CentralAir","X1stFlrSF","X2ndFlrSF","TotRmsAbvGrd","Fireplaces","PavedDrive","SalePrice"
"562","HLS","Inside","StoneBr","TwnhsE","8","5",1992,"Y",1280,0,5,0,"Y",191500
"563","Lvl","Inside","NWAmes","1Fam","7","5",1979,"Y",1085,845,9,1,"Y",192000
"564","Lvl","CulDSac","CollgCr","1Fam","7","5",1998,"Y",1425,0,5,0,"Y",193000
"565","Lvl","Corner","Timber","1Fam","7","5",2008,"Y",1346,0,6,1,"Y",220000
"566","Lvl","Inside","OldTown","1Fam","5","7",1939,"Y",676,676,7,0,"Y",149000
"567","Lvl","Inside","CollgCr","1Fam","4","8",1972,"Y",875,0,5,0,"Y",117000
"568","Lvl","Inside","Gilbert","1Fam","6","5",1997,"Y",926,678,7,1,"Y",187500
"569","Lvl","Inside","Edwards","1Fam","4","4",1954,"Y",1482,0,6,1,"Y",125000
"570","Lvl","Inside","CollgCr","1Fam","8","5",1995,"Y",1220,870,8,1,"Y",240000
"571","Lvl","Corner","OldTown","1Fam","7","8",1920,"Y",730,720,7,0,"Y",132000
"572","Lvl","Corner","NoRidge","1Fam","8","7",1993,"Y",1352,1168,10,1,"Y",310000
"573","Lvl","Corner","NAmes","1Fam","5","7",1952,"Y",732,0,4,0,"Y",118900
"574","Lvl","Inside","NoRidge","1Fam","8","5",1992,"Y",1402,823,7,1,"Y",285000
"575","Lvl","Inside","NAmes","1Fam","7","5",1941,"Y",2039,0,7,3,"Y",167000
"576","Lvl","Inside","NAmes","1Fam","6","6",1947,"Y",900,412,6,0,"Y",127000
"577","Lvl","Corner","Edwards","1Fam","5","8",1922,"Y",864,0,4,0,"Y",99900
"578","HLS","Inside","Crawfor","TwnhsE","7","5",2004,"Y",1646,0,5,1,"Y",250000
"579","Lvl","Inside","Edwards","1Fam","5","7",1940,"Y",1518,0,5,2,"Y",260000
"580","HLS","Inside","Edwards","1Fam","5","4",1969,"Y",1176,0,5,0,"Y",119900
"581","Lvl","Inside","SawyerW","1Fam","6","5",1992,"Y",844,887,7,0,"Y",248500
"582","Lvl","Inside","Crawfor","1Fam","7","8",1959,"Y",1902,0,7,2,"Y",335000
"583","Lvl","Inside","OldTown","2fmCon","5","5",1920,"Y",1377,973,10,0,"Y",130000
"584","Lvl","Inside","OldTown","2fmCon","6","6",1940,"Y",884,552,8,2,"Y",155000
"585","Lvl","Inside","Somerst","TwnhsE","9","5",1999,"Y",1557,0,5,1,"Y",305000
"586","Lvl","Inside","Gilbert","1Fam","6","5",2005,"Y",728,728,8,0,"Y",176000
"587","Lvl","FR2","Crawfor","1Fam","7","6",1994,"Y",896,756,6,0,"Y",203135
"588","Lvl","Corner","Somerst","1Fam","5","5",2007,"Y",725,863,8,0,"Y",212109
"589","Lvl","Inside","Somerst","1Fam","7","5",2001,"Y",1057,872,7,1,"Y",226000
"590","Lvl","CulDSac","Edwards","1Fam","4","3",1957,"N",845,0,5,0,"N",84000
"591","Lvl","Inside","NWAmes","Duplex","5","5",1973,"Y",1656,0,8,0,"Y",135000
"592","Bnk","Inside","Crawfor","1Fam","5","7",1949,"N",986,537,7,1,"Y",158000
"593","Lvl","FR2","NAmes","1Fam","4","7",1971,"Y",864,0,5,0,"Y",130000
"594","Lvl","Inside","NAmes","1Fam","6","5",1948,"Y",1082,0,5,1,"Y",119200
"595","Lvl","Inside","CollgCr","1Fam","7","5",2005,"Y",1614,0,7,0,"Y",221500
"596","Lvl","CulDSac","Timber","1Fam","6","6",1958,"Y",1344,0,7,1,"Y",137500
"597","Lvl","Inside","NridgHt","1Fam","8","5",2006,"Y",1634,0,7,1,"Y",250000
"598","Lvl","Inside","NAmes","1Fam","5","6",1954,"Y",1268,0,7,1,"Y",132000
"599","Lvl","Inside","Edwards","1Fam","5","8",1900,"Y",961,406,7,0,"Y",119000
"600","Lvl","Inside","Mitchel","1Fam","5","5",2004,"Y",1430,0,7,0,"Y",173500
"601","Lvl","Inside","NPkVill","Twnhs","6","5",1976,"Y",855,601,6,1,"Y",144000
"602","HLS","Inside","NridgHt","1Fam","10","5",2004,"Y",2492,0,8,1,"Y",552000
"603","Lvl","Inside","NWAmes","1Fam","7","5",1974,"Y",1165,896,8,1,"Y",168500
"604","Lvl","Inside","Edwards","Duplex","5","5",1975,"N",864,0,4,0,"Y",99600
"605","Lvl","Inside","NWAmes","1Fam","5","5",1969,"Y",780,840,7,0,"Y",152000
"606","Lvl","Corner","NAmes","1Fam","5","8",1956,"Y",925,0,5,0,"Y",127000
"607","Lvl","Inside","Somerst","1Fam","7","6",2007,"Y",1369,0,5,0,"Y",213133
"608","Lvl","Corner","OldTown","1Fam","5","6",1946,"Y",904,595,5,1,"Y",140000
"609","Lvl","Inside","NoRidge","1Fam","7","5",1995,"Y",1214,1306,9,1,"Y",290000
"610","Lvl","CulDSac","NAmes","1Fam","6","7",1970,"Y",1004,0,5,1,"Y",149000
"611","Lvl","Inside","NAmes","1Fam","6","6",1956,"Y",1024,0,5,2,"Y",157500
"612","Lvl","Inside","NoRidge","1Fam","8","5",1998,"Y",1411,1171,9,1,"Y",322500
"613","Lvl","Inside","OldTown","1Fam","4","2",1900,"N",1095,679,8,0,"N",87000
"614","Lvl","Corner","NAmes","1Fam","5","8",1965,"Y",912,0,5,0,"Y",147000
"615","Lvl","Inside","OldTown","1Fam","10","9",1892,"Y",1518,1518,12,2,"Y",475000
"616","Low","Inside","IDOTRR","1Fam","4","6",1920,"Y",897,439,7,0,"Y",108000
"617","Lvl","Inside","Gilbert","1Fam","7","5",2005,"Y",1166,0,5,0,"Y",190000
"618","Lvl","Corner","CollgCr","1Fam","5","6",1976,"Y",894,0,5,0,"Y",128200
"619","Lvl","Inside","Mitchel","1Fam","5","7",1970,"Y",768,0,5,0,"Y",129500
"620","Lvl","Inside","NridgHt","1Fam","9","5",2005,"Y",1848,880,10,2,"Y",437154
"621","Lvl","Inside","NoRidge","1Fam","7","5",1993,"Y",1108,1089,9,1,"Y",287500
"622","Lvl","Inside","Gilbert","1Fam","6","5",2006,"Y",698,1048,6,1,"Y",198444
"623","Lvl","Inside","CollgCr","1Fam","7","5",2002,"Y",1459,0,6,1,"Y",192000
"624","Lvl","CulDSac","Sawyer","1Fam","6","8",1978,"Y",1034,0,6,1,"Y",153000
"625","Lvl","CulDSac","CollgCr","1Fam","7","5",1998,"Y",1661,0,6,0,"Y",224900
"626","Lvl","Inside","NAmes","1Fam","4","6",1970,"Y",864,0,5,0,"Y",120500
"627","Lvl","Inside","Sawyer","1Fam","5","5",1965,"Y",1020,0,5,0,"Y",124100
"628","Lvl","CulDSac","Gilbert","1Fam","7","5",2001,"Y",884,1151,8,1,"Y",222500
"629","HLS","Inside","ClearCr","1Fam","6","5",1997,"Y",616,1072,8,0,"Y",200000
"630","Lvl","Inside","SawyerW","1Fam","6","5",2004,"Y",1158,0,5,0,"Y",158000
"631","Lvl","Inside","Greens","Twnhs","8","6",1978,"Y",1226,0,4,1,"Y",206000
"632","Low","Inside","MeadowV","Twnhs","5","6",1973,"Y",945,0,5,1,"Y",119500
"633","Lvl","Inside","NAmes","1Fam","6","7",1953,"Y",1040,0,6,0,"Y",136000
"634","Lvl","Inside","OldTown","1Fam","2","2",1923,"N",832,0,5,1,"N",12789
"635","Lvl","Inside","Somerst","Twnhs","8","5",1999,"Y",983,756,7,0,"Y",172500
"636","Lvl","Inside","Somerst","1Fam","8","5",2008,"Y",1578,0,7,1,"Y",287090
"637","Lvl","Inside","Somerst","1Fam","8","5",2007,"Y",1702,0,7,1,"Y",275500
"638","HLS","Inside","Edwards","1Fam","4","5",1965,"Y",960,0,6,0,"P",94750
"639","Low","Inside","NoRidge","1Fam","7","5",1993,"Y",1372,1274,9,1,"Y",260000
"640","Lvl","Inside","NWAmes","1Fam","6","5",1976,"Y",1444,0,5,1,"Y",159900
"641","Lvl","Inside","CollgCr","1Fam","5","5",1976,"Y",1025,0,6,1,"Y",153500
"642","Lvl","Inside","Edwards","1Fam","6","6",1975,"Y",1096,0,5,1,"Y",125200
"643","Lvl","Inside","NWAmes","1Fam","5","6",1969,"Y",720,588,7,0,"Y",146900
"644","HLS","CulDSac","Gilbert","1Fam","7","5",2006,"Y",887,1134,9,1,"Y",274725
"645","Lvl","Inside","CollgCr","1Fam","8","5",2002,"Y",1828,0,7,1,"Y",279500
"646","Lvl","Corner","OldTown","1Fam","5","8",1925,"Y",747,412,5,0,"N",114000
"647","Bnk","Inside","OldTown","Duplex","5","1",1922,"N",1088,1040,11,0,"Y",62500
"648","Lvl","Inside","BrkSide","1Fam","5","5",1925,"Y",816,0,4,0,"N",109000
"649","Lvl","Inside","Blueste","Twnhs","6","6",1980,"Y",716,840,6,1,"Y",151000
"650","Lvl","Inside","NAmes","1Fam","5","7",1956,"Y",936,0,4,0,"Y",129000
"651","Lvl","Corner","NAmes","1Fam","5","7",1949,"Y",672,252,6,1,"Y",122900
"652","Lvl","Inside","Mitchel","1Fam","5","6",1984,"Y",887,0,5,0,"Y",124500
"653","Lvl","Inside","MeadowV","Twnhs","4","5",1970,"Y",546,546,6,0,"Y",75000
"654","HLS","Inside","StoneBr","TwnhsE","8","5",1988,"Y",1228,0,5,1,"Y",189000
"655","HLS","CulDSac","Gilbert","1Fam","7","5",2005,"Y",1700,512,9,1,"Y",309000
"656","Lvl","Inside","CollgCr","1Fam","8","5",2005,"Y",1498,0,7,1,"Y",237000
"657","Lvl","Inside","NPkVill","TwnhsE","6","5",1978,"Y",855,601,6,1,"Y",138000
"658","Lvl","Corner","NridgHt","1Fam","8","5",2007,"Y",1582,570,7,1,"Y",260116
"659","Lvl","Inside","BrDale","Twnhs","5","5",1972,"Y",630,672,6,0,"Y",111750
"660","Lvl","Inside","NAmes","1Fam","5","5",1955,"Y",960,0,5,0,"Y",122000
"661","Lvl","Inside","Mitchel","1Fam","5","4",1960,"Y",1771,0,9,1,"Y",115000
"662","Lvl","Inside","NWAmes","1Fam","7","5",1979,"Y",1782,0,6,1,"Y",220000
"663","Lvl","Inside","NridgHt","1Fam","8","5",2004,"Y",1136,1332,10,1,"Y",354000
"664","Lvl","Inside","OldTown","1Fam","3","6",1910,"N",600,368,6,0,"Y",37900
"665","Lvl","Inside","NAmes","1Fam","6","5",1959,"Y",1580,0,6,2,"Y",159500
"666","Lvl","Inside","Sawyer","1Fam","5","6",1957,"Y",1392,0,5,1,"Y",121500
"667","Lvl","Inside","CollgCr","1Fam","7","5",2002,"Y",878,884,6,0,"Y",222000
"668","Lvl","Inside","CollgCr","1Fam","6","5",2003,"Y",1700,0,7,0,"Y",200000
"669","Lvl","Inside","NAmes","1Fam","4","7",1956,"Y",952,0,4,0,"Y",135750
"670","Lvl","Inside","Somerst","1Fam","8","5",2007,"Y",1496,0,7,0,"Y",225000
"671","Lvl","Inside","Somerst","1Fam","6","5",2004,"Y",1158,1285,9,1,"Y",265000
"672","Lvl","Inside","NAmes","1Fam","5","5",1960,"Y",1422,0,6,1,"Y",139900
"673","Lvl","Inside","NridgHt","1Fam","8","5",2008,"Y",2042,0,8,1,"Y",253293
"674","HLS","Inside","Crawfor","TwnhsE","8","5",2006,"Y",1625,0,5,1,"Y",375000
"675","Low","CulDSac","ClearCr","1Fam","6","7",1958,"Y",1444,700,7,2,"Y",277000
"676","Lvl","Inside","NridgHt","1Fam","10","5",2005,"Y",1632,1158,10,1,"Y",460000
"677","Lvl","Corner","Gilbert","1Fam","7","5",1998,"Y",956,930,10,1,"Y",199900
"678","Lvl","Inside","CollgCr","1Fam","8","5",2008,"Y",1630,0,8,1,"Y",295493
"679","Lvl","Inside","IDOTRR","1Fam","4","4",1920,"Y",698,430,6,0,"Y",68400
"680","Lvl","Inside","Mitchel","1Fam","5","5",1991,"Y",1595,0,5,0,"Y",152000
"681","Lvl","Inside","NAmes","1Fam","5","5",1956,"Y",1014,0,6,0,"Y",98000
"682","Lvl","Corner","ClearCr","1Fam","7","4",1953,"Y",1304,983,7,1,"Y",225000
"683","Lvl","Inside","NAmes","1Fam","5","5",1967,"Y",1568,0,7,0,"Y",143000
"684","Lvl","Inside","CollgCr","1Fam","8","5",2007,"Y",1651,0,7,1,"Y",246500
"685","Bnk","FR2","Gilbert","1Fam","6","2",1952,"Y",1474,0,7,2,"Y",115000
"686","Lvl","Inside","Sawyer","1Fam","4","5",1963,"Y",1382,0,6,1,"Y",148000
"687","Lvl","Inside","NAmes","1Fam","5","5",1960,"Y",1507,0,7,0,"Y",127000
"688","Lvl","Inside","NAmes","1Fam","5","5",1962,"Y",999,0,6,0,"Y",134500
"689","Lvl","Inside","Somerst","1Fam","8","5",2007,"Y",1660,0,7,1,"Y",256000
"690","Lvl","Inside","Greens","Twnhs","8","5",1978,"Y",1226,0,4,1,"Y",170000
"691","Lvl","CulDSac","StoneBr","1Fam","9","5",2008,"Y",2234,0,9,1,"Y",501837
"692","Lvl","Inside","NridgHt","TwnhsE","9","5",2007,"Y",1869,0,6,1,"Y",318061
"693","Lvl","Inside","Veenker","TwnhsE","8","5",1996,"Y",1288,0,4,2,"Y",245500
"694","Lvl","CulDSac","Mitchel","1Fam","7","5",2004,"Y",1710,0,7,1,"Y",240000
"695","Lvl","Inside","CollgCr","1Fam","6","6",1997,"Y",646,662,6,0,"Y",175000
"696","Lvl","Inside","BrDale","Twnhs","6","5",1972,"Y",483,465,5,0,"Y",89000
"697","Lvl","Corner","Gilbert","1Fam","4","5",1951,"Y",864,0,4,0,"Y",141000
"698","Lvl","Inside","NAmes","1Fam","6","8",1948,"Y",816,408,5,0,"Y",132000
"699","Lvl","CulDSac","NridgHt","1Fam","9","5",2005,"Y",1722,1036,9,1,"Y",418000
"700","Lvl","Inside","SawyerW","1Fam","7","5",2004,"Y",1080,0,6,0,"Y",141000
"701","Lvl","Inside","NridgHt","1Fam","9","5",2007,"Y",1950,0,7,1,"Y",383000
"702","Lvl","CulDSac","Gilbert","1Fam","7","5",1999,"Y",1223,1089,8,1,"Y",245000
"703","Lvl","CulDSac","NWAmes","1Fam","5","7",1976,"Y",1088,780,9,1,"Y",197500
"704","Lvl","Inside","CollgCr","1Fam","7","5",2005,"Y",1552,0,7,0,"Y",212900
"705","Lvl","Inside","Somerst","1Fam","7","5",2005,"Y",1266,0,6,1,"Y",176000
"706","Lvl","Inside","OldTown","1Fam","5","7",1910,"Y",616,616,6,0,"Y",114000
"707","Lvl","Inside","Mitchel","1Fam","5","4",1969,"Y",1168,800,7,1,"Y",172000
"708","Lvl","Inside","MeadowV","Twnhs","4","7",1973,"Y",526,462,5,0,"Y",105000
"709","Lvl","Inside","CollgCr","1Fam","7","5",2005,"Y",1310,0,6,1,"Y",164990
"710","Lvl","Corner","Sawyer","1Fam","5","6",1963,"Y",1121,0,5,0,"Y",139000
"711","Lvl","Inside","OldTown","1Fam","4","4",1910,"Y",833,677,7,0,"N",87500
"712","Lvl","CulDSac","Mitchel","1Fam","7","5",1990,"Y",1217,0,6,0,"Y",173000
"713","Low","CulDSac","ClearCr","1Fam","7","7",1954,"Y",1363,0,5,2,"Y",241500
"714","Lvl","Inside","NWAmes","1Fam","7","5",1976,"Y",1370,0,6,1,"Y",152000
"715","Lvl","Inside","MeadowV","TwnhsE","4","6",1970,"Y",546,546,5,0,"Y",93900
"716","Lvl","Inside","NAmes","1Fam","6","6",1956,"Y",1124,0,6,1,"Y",153000
"717","Lvl","Corner","CollgCr","1Fam","7","5",2005,"Y",945,864,8,0,"Y",209700
"718","Lvl","Corner","Sawyer","1Fam","5","6",1958,"Y",1176,0,6,2,"Y",137000
"719","Lvl","Inside","Edwards","1Fam","5","3",1948,"Y",1002,454,7,1,"P",91500
"720","Lvl","Corner","Somerst","1Fam","8","5",2006,"Y",1504,0,7,0,"Y",199000
"721","Lvl","Inside","NWAmes","1Fam","6","5",1963,"Y",1328,0,6,2,"Y",143000
"722","Lvl","Corner","NAmes","1Fam","5","6",1960,"Y",1175,0,6,0,"Y",148000
"723","Lvl","Inside","NAmes","1Fam","6","5",1953,"Y",1644,0,7,2,"Y",167000
"724","Lvl","Inside","SawyerW","1Fam","7","5",1993,"Y",1006,769,7,1,"Y",213000
"725","Lvl","Corner","NWAmes","2fmCon","5","6",1972,"Y",1193,0,6,0,"Y",146500
"726","Lvl","Corner","NWAmes","1Fam","6","7",1977,"Y",1542,1330,11,1,"Y",272000
"727","Lvl","Inside","NAmes","1Fam","5","5",1958,"Y",874,650,7,0,"Y",144000
"728","Lvl","Inside","Somerst","TwnhsE","7","5",2006,"Y",1352,0,5,1,"Y",194000
"729","Lvl","Inside","NAmes","1Fam","5","7",1958,"Y",1053,0,6,0,"Y",150000
"730","Lvl","Inside","CollgCr","1Fam","5","8",1977,"Y",985,0,6,0,"Y",149900
"731","Lvl","Inside","NPkVill","TwnhsE","6","5",1977,"Y",1069,0,4,1,"Y",127500
"732","Lvl","Inside","Sawyer","1Fam","5","4",1920,"Y",1567,1087,11,1,"Y",158000
"733","Lvl","Inside","Sawyer","1Fam","5","8",1963,"Y",960,0,6,0,"Y",144900
"734","Lvl","FR2","NAmes","1Fam","4","5",1972,"Y",864,0,5,0,"Y",111250
"735","Lvl","CulDSac","CollgCr","1Fam","5","5",1978,"Y",907,0,5,0,"Y",140000
"736","Lvl","Inside","Gilbert","1Fam","6","5",2000,"Y",819,695,7,1,"Y",190000
"737","Lvl","Inside","Sawyer","1Fam","5","7",1967,"Y",992,0,6,0,"Y",145000
"738","Lvl","Inside","NridgHt","TwnhsE","9","5",2005,"Y",1561,0,6,1,"Y",277500
"739","Lvl","Inside","Sawyer","1Fam","5","5",1961,"Y",904,611,8,1,"Y",165000
"740","Lvl","Corner","Edwards","1Fam","7","5",2003,"Y",1164,1150,9,1,"Y",229000
"741","Lvl","Inside","Sawyer","1Fam","5","5",1951,"Y",1081,341,7,1,"Y",137500
"742","Lvl","Corner","SawyerW","1Fam","7","5",1992,"Y",844,893,7,0,"Y",175000
"743","Lvl","Inside","Timber","1Fam","7","5",2009,"Y",1214,0,6,0,"Y",179781
"744","Lvl","Inside","MeadowV","Twnhs","4","5",1973,"Y",526,462,5,0,"Y",91000
"745","Lvl","Inside","OldTown","1Fam","6","6",1925,"Y",1103,0,5,1,"Y",110500
"746","Lvl","Inside","NWAmes","1Fam","6","6",1975,"Y",811,741,6,1,"Y",179900
"747","Lvl","Inside","BrDale","Twnhs","6","6",1973,"Y",525,567,6,0,"Y",113500
"748","Lvl","Inside","Mitchel","1Fam","7","6",1975,"Y",918,0,4,0,"Y",148000
"749","Lvl","Inside","OldTown","1Fam","4","6",1948,"N",869,0,3,0,"N",89900
"750","Lvl","Inside","Mitchel","1Fam","5","5",1977,"Y",1008,0,4,1,"Y",153500
"751","Lvl","Inside","Mitchel","1Fam","6","5",1976,"Y",1034,0,6,0,"Y",169900
"752","Lvl","Inside","NAmes","1Fam","8","7",1972,"Y",2000,704,9,3,"Y",345000
"753","Lvl","Inside","BrDale","Twnhs","6","5",1973,"Y",672,546,7,0,"Y",113700
"754","Lvl","Inside","Timber","1Fam","6","6",1987,"Y",1137,0,5,1,"Y",176000
"755","Bnk","Inside","Timber","1Fam","5","5",1948,"Y",1687,0,7,2,"N",160000
"756","Lvl","Inside","OldTown","1Fam","5","8",1910,"Y",810,496,6,0,"N",130000
"757","Lvl","Corner","Somerst","TwnhsE","7","5",2004,"Y",1245,0,5,0,"Y",178000
"758","Low","Inside","Veenker","1Fam","9","5",1981,"Y",1842,0,5,1,"Y",385000
"759","Lvl","Corner","NAmes","1Fam","5","5",1957,"Y",1797,0,7,1,"Y",169000
"760","Lvl","Corner","NridgHt","1Fam","9","5",2003,"Y",2452,0,10,1,"Y",445000
"761","Lvl","Inside","NAmes","1Fam","5","5",1967,"Y",900,0,6,1,"Y",123000
"762","HLS","Inside","Crawfor","1Fam","8","6",1935,"Y",983,890,9,2,"Y",257076
"763","Lvl","Inside","NAmes","1Fam","5","5",1954,"Y",1063,0,6,0,"Y",128000
"764","Lvl","Inside","SawyerW","TwnhsE","6","5",1990,"Y",1332,0,5,0,"Y",145000
"765","Lvl","Inside","NAmes","1Fam","6","6",1955,"Y",1661,0,8,1,"Y",165500
"766","Lvl","Corner","NAmes","1Fam","6","5",1957,"Y",1392,0,6,2,"Y",166000
"767","Lvl","Inside","NAmes","1Fam","5","7",1947,"Y",1043,0,5,1,"Y",137000
"768","Lvl","CulDSac","NAmes","1Fam","7","9",1972,"Y",725,754,7,0,"Y",184000
"769","Lvl","Inside","Sawyer","1Fam","6","5",1966,"Y",913,0,6,0,"Y",129000
"770","Lvl","Inside","Gilbert","1Fam","6","5",1993,"Y",697,804,6,1,"Y",165600
"771","Lvl","Corner","Crawfor","1Fam","6","5",1951,"N",1091,0,5,1,"Y",104000
"772","Lvl","Inside","NWAmes","1Fam","6","5",1978,"Y",1287,604,7,1,"Y",212500
"773","HLS","Corner","Timber","1Fam","7","5",2008,"Y",796,816,6,0,"Y",218689
"774","Lvl","Inside","StoneBr","1Fam","8","5",2005,"Y",1164,1377,10,1,"Y",349265
"775","Lvl","Inside","Veenker","1Fam","7","6",1980,"Y",2362,0,8,1,"Y",255000
"776","Lvl","Inside","Somerst","TwnhsE","10","5",1998,"Y",1469,924,7,1,"Y",345000
"777","Lvl","Inside","Edwards","Duplex","5","5",1959,"Y",1678,0,10,0,"Y",119900
"778","Lvl","Inside","NAmes","Duplex","5","7",1978,"Y",941,0,4,0,"Y",145000
"779","Lvl","Inside","OldTown","1Fam","3","4",1920,"Y",840,0,5,0,"N",64000
"780","Lvl","Inside","Edwards","1Fam","5","6",1957,"Y",1526,0,7,1,"Y",144500
"781","Lvl","Inside","Somerst","1Fam","7","5",2006,"Y",1335,0,6,0,"Y",210400
"782","Lvl","Inside","SawyerW","1Fam","7","5",1986,"Y",1553,1177,8,1,"Y",301000
"783","HLS","Corner","Timber","1Fam","7","5",2009,"Y",846,846,6,0,"Y",224500
"784","Lvl","Corner","Gilbert","1Fam","7","5",1997,"Y",993,1243,8,1,"Y",222000
"785","Lvl","Inside","CollgCr","1Fam","8","5",1994,"Y",1592,0,7,1,"Y",228000
"786","Lvl","Corner","Somerst","TwnhsE","7","5",2006,"Y",1352,0,5,1,"Y",208900
"787","Lvl","Inside","IDOTRR","1Fam","4","6",1936,"N",951,0,6,0,"Y",106500
"788","Lvl","Inside","Somerst","Twnhs","6","5",2005,"Y",600,636,4,0,"Y",152000
"789","Lvl","FR3","Gilbert","1Fam","7","5",2006,"Y",1082,1240,8,0,"Y",287602
"790","HLS","Inside","Timber","1Fam","8","5",2006,"Y",1484,0,6,1,"Y",265900
"791","Lvl","Inside","Blmngtn","TwnhsE","7","5",2007,"Y",1555,0,7,1,"Y",174000
"792","Lvl","Inside","Mitchel","1Fam","8","5",2000,"Y",1040,1012,7,1,"Y",251000
"793","Lvl","Inside","OldTown","1Fam","6","6",1920,"Y",1044,0,6,0,"Y",119000
"794","Lvl","Corner","OldTown","1Fam","6","7",1938,"Y",827,424,6,0,"N",119000
"795","Lvl","Inside","CollgCr","1Fam","9","5",2008,"Y",1766,0,8,2,"Y",395039
"796","Lvl","Inside","Somerst","1Fam","7","5",2005,"Y",1506,0,7,1,"Y",249000
"797","Lvl","FR2","Somerst","Twnhs","7","5",2000,"Y",673,709,6,0,"Y",165000
"798","Lvl","Corner","NoRidge","1Fam","10","6",1994,"Y",2444,1872,10,2,"Y",755000
"799","HLS","Inside","Gilbert","1Fam","6","5",1997,"Y",916,684,7,1,"Y",169000
"800","Lvl","CulDSac","Mitchel","1Fam","7","5",2003,"Y",1518,631,6,1,"Y",239686
"801","Lvl","Corner","OldTown","1Fam","5","9",1905,"Y",884,656,7,0,"N",129400
"802","Lvl","Inside","NWAmes","1Fam","7","7",1980,"Y",1539,1134,9,1,"Y",249000
"803","Lvl","Inside","BrkSide","1Fam","6","5",1939,"Y",972,605,6,1,"Y",140200
"804","Lvl","Inside","Somerst","Twnhs","7","5",1999,"Y",624,628,4,0,"Y",160000
"805","Lvl","Inside","Gilbert","1Fam","6","5",2000,"Y",1007,793,7,1,"Y",179000
"806","Lvl","Inside","OldTown","1Fam","7","7",1926,"Y",572,539,5,1,"Y",116900
"807","Lvl","Inside","OldTown","1Fam","5","6",1927,"Y",1028,0,5,1,"Y",115000
"808","Lvl","Inside","OldTown","Duplex","6","5",1910,"N",972,972,12,0,"N",103500
"809","Lvl","Inside","Edwards","1Fam","5","3",1958,"Y",1276,0,5,0,"Y",60000
"810","Lvl","Inside","Edwards","TwnhsE","6","5",2005,"Y",1072,0,5,0,"Y",145500
"811","Lvl","Inside","NAmes","1Fam","6","6",1949,"Y",1168,678,7,1,"Y",143000
"812","Lvl","Inside","Crawfor","1Fam","6","7",1921,"N",851,585,7,1,"Y",141500
"813","Lvl","Inside","NWAmes","1Fam","6","6",1974,"Y",1084,793,8,1,"Y",178900
"814","Lvl","Corner","NoRidge","1Fam","8","5",1994,"Y",1624,0,5,1,"Y",262000
"815","Lvl","Inside","CollgCr","1Fam","7","5",2004,"Y",1436,0,8,0,"Y",210000
"816","Lvl","Corner","NWAmes","1Fam","7","5",1988,"Y",1377,806,9,0,"Y",229000
"817","Lvl","Inside","Somerst","1Fam","8","5",2006,"Y",1656,0,7,0,"Y",249700
"818","Lvl","CulDSac","CollgCr","1Fam","7","5",2003,"Y",798,842,6,0,"Y",183000
"819","Lvl","FR2","Crawfor","1Fam","5","6",1921,"Y",820,523,7,1,"Y",154900
"820","Lvl","Inside","NAmes","1Fam","5","7",1950,"Y",1040,0,5,0,"Y",109500
"821","Lvl","Inside","NridgHt","1Fam","8","5",2007,"Y",958,1142,8,2,"Y",319500
"822","Lvl","Inside","NridgHt","1Fam","10","5",2009,"Y",2020,0,9,1,"Y",402861
"823","Lvl","Inside","Blmngtn","TwnhsE","7","5",2006,"Y",1258,0,6,1,"Y",172500
"824","Lvl","Inside","NAmes","1Fam","5","6",1953,"Y",1216,0,7,1,"Y",156000
"825","HLS","Inside","Timber","1Fam","8","5",2006,"Y",1537,0,8,0,"Y",294000
"826","Lvl","Inside","NWAmes","1Fam","7","7",1983,"Y",1260,0,6,0,"Y",181900
"827","Lvl","Inside","CollgCr","1Fam","7","5",2000,"Y",928,895,6,0,"Y",235000
"828","Lvl","Inside","NoRidge","1Fam","8","5",1992,"Y",2129,743,9,1,"Y",285000
"829","Lvl","Inside","Sawyer","1Fam","6","8",1956,"Y",1188,0,4,1,"Y",185000
"830","Lvl","Inside","Sawyer","1Fam","6","5",1978,"Y",918,765,7,1,"Y",172500
"831","Lvl","Inside","Gilbert","1Fam","6","5",2006,"Y",616,796,6,1,"Y",156932
"832","Lvl","Inside","BrDale","Twnhs","6","7",1972,"Y",494,536,6,0,"Y",116000
"833","Lvl","Corner","NAmes","1Fam","4","5",1957,"Y",1362,0,6,1,"Y",140000
"834","Lvl","Corner","OldTown","1Fam","6","5",1923,"Y",1200,0,7,0,"Y",125000
"835","Bnk","Inside","IDOTRR","1Fam","7","7",1930,"Y",1108,0,6,1,"N",139400
"836","Lvl","CulDSac","SawyerW","1Fam","7","5",1996,"Y",913,1209,8,1,"Y",220000
"837","Lvl","Corner","NridgHt","TwnhsE","6","5",2005,"Y",1362,0,6,1,"Y",194700
"838","Bnk","Inside","OldTown","1Fam","6","8",1926,"Y",818,406,5,0,"N",115000
"839","Lvl","Inside","CollgCr","TwnhsE","6","5",2003,"Y",848,0,4,0,"Y",133000
"840","Lvl","Inside","NWAmes","1Fam","7","6",1970,"Y",1682,0,7,1,"Y",174000
"841","Lvl","Inside","Timber","1Fam","8","5",2002,"Y",1800,0,7,1,"Y",312500
"842","Lvl","Inside","NWAmes","1Fam","6","6",1968,"Y",1041,702,7,1,"Y",175000
